"Time","N","MeanProducerProportion","EnvChangeFreq","Replicate"
1290,625,0.999412646894754,312,"0"
1300,625,0.999004448803838,312,"0"
1310,625,0.998179837933105,312,"0"
1320,625,0.998280171060953,312,"0"
1330,625,0.998613933126479,312,"0"
1340,625,0.999781111811693,312,"0"
1350,625,0.999942759829382,312,"0"
1360,625,0.999676998319801,312,"0"
1370,625,0.99965693409578,312,"0"
1380,625,0.999339218265128,312,"0"
1390,625,0.998969726125272,312,"0"
1400,625,0.998617570041826,312,"0"
1410,625,0.997986020676109,312,"0"
1420,625,0.997739108817236,312,"0"
1430,625,0.998050761681712,312,"0"
1440,625,0.9973757635251,312,"0"
1450,625,0.996973347295168,312,"0"
1460,625,0.995462474197199,312,"0"
1470,625,0.99439087582088,312,"0"
1480,625,0.994399068093032,312,"0"
1490,625,0.994664303303567,312,"0"
1500,625,0.995091667792848,312,"0"
1510,625,0.995933554420116,312,"0"
1520,625,0.996972671606958,312,"0"
1530,625,0.997178419138112,312,"0"
1540,625,0.998160914679036,312,"0"
1550,625,0.998389748717186,312,"0"
1560,625,0.998039162731944,312,"0"
1570,245,0.999943144096913,312,"0"
1580,563,0.999859357926623,312,"0"
1590,624,0.9997776298172,312,"0"
1600,625,0.999894177893083,312,"0"
1610,625,0.999850590904102,312,"0"
1620,625,0.999555852788104,312,"0"
1630,625,0.998732573147889,312,"0"
1640,625,0.997529954287962,312,"0"
1650,625,0.994487327997909,312,"0"
1660,625,0.992206461968243,312,"0"
1670,625,0.988927966516554,312,"0"
1680,625,0.988635682026762,312,"0"
1690,625,0.988891741827676,312,"0"
1700,625,0.98973368399391,312,"0"
1710,625,0.988292497890266,312,"0"
1720,625,0.982924442866201,312,"0"
1730,625,0.975412913708947,312,"0"
1740,625,0.965427137295559,312,"0"
1750,625,0.955981382866069,312,"0"
1760,625,0.945941372605717,312,"0"
1770,625,0.936151213065255,312,"0"
1780,625,0.927335537076189,312,"0"
1790,625,0.920759501517681,312,"0"
1800,625,0.914416533896267,312,"0"
1810,625,0.909452422603036,312,"0"
1820,625,0.906874050939323,312,"0"
1830,625,0.908826985317101,312,"0"
1840,625,0.91000057651312,312,"0"
1850,625,0.911299553822389,312,"0"
1860,625,0.916103024271978,312,"0"
1870,625,0.925521091670634,312,"0"
1880,234,0.999984471991815,312,"0"
1890,538,0.999949604877345,312,"0"
1900,618,0.999346649645692,312,"0"
1910,625,0.998838550472788,312,"0"
1920,625,0.998276770594795,312,"0"
1930,625,0.999172679532342,312,"0"
1940,625,0.998819674539419,312,"0"
1950,625,0.997798683072649,312,"0"
1960,625,0.997193785634075,312,"0"
1970,625,0.997414275019853,312,"0"
1980,625,0.998091997897837,312,"0"
1990,625,0.998144143112625,312,"0"
2000,625,0.998196347384852,312,"0"
2010,625,0.99812969817782,312,"0"
2020,625,0.997908568551056,312,"0"
2030,625,0.997742097797211,312,"0"
2040,625,0.997191488339497,312,"0"
2050,625,0.997305802320803,312,"0"
2060,625,0.99795871157059,312,"0"
2070,625,0.997851600069228,312,"0"
2080,625,0.996826735817357,312,"0"
2090,625,0.997272800627024,312,"0"
2100,625,0.997120080880256,312,"0"
2110,625,0.996489398270955,312,"0"
2120,625,0.998041410644462,312,"0"
2130,625,0.998996075900219,312,"0"
2140,625,0.999363328549339,312,"0"
2150,625,0.999220140918091,312,"0"
2160,625,0.999608669706567,312,"0"
2170,625,0.999604207316111,312,"0"
2180,625,0.999446038330987,312,"0"
2190,182,0.999996443685764,312,"0"
2200,590,0.999822643370104,312,"0"
2210,625,0.999816023922205,312,"0"
2220,625,0.999834712641129,312,"0"
2230,625,0.999810727706474,312,"0"
2240,625,0.998836473733109,312,"0"
2250,625,0.99822435790055,312,"0"
2260,625,0.997821348166595,312,"0"
2270,625,0.997456698362144,312,"0"
2280,625,0.997579423003815,312,"0"
2290,625,0.999209535687787,312,"0"
2300,625,0.99940706603567,312,"0"
2310,625,0.999101926365703,312,"0"
2320,625,0.998351248534747,312,"0"
2330,625,0.996903880489674,312,"0"
2340,625,0.996567640720953,312,"0"
2350,625,0.9962360364398,312,"0"
2360,625,0.996471231483319,312,"0"
2370,625,0.996323228075774,312,"0"
2380,625,0.996368682737157,312,"0"
2390,625,0.9960820043342,312,"0"
2400,625,0.996294505143524,312,"0"
2410,625,0.995871692968059,312,"0"
2420,625,0.995671965764135,312,"0"
2430,625,0.996036298345481,312,"0"
2440,625,0.997408624824165,312,"0"
2450,625,0.998142590015193,312,"0"
2460,625,0.998053222694465,312,"0"
2470,625,0.998188556294344,312,"0"
2480,625,0.998487490847739,312,"0"
2490,625,0.997530824424548,312,"0"
2500,70,0.99997895482716,312,"0"
2510,381,0.999907252866449,312,"0"
2520,559,0.999711420641124,312,"0"
2530,624,0.999497232237731,312,"0"
2540,625,0.999477912912377,312,"0"
2550,625,0.999931959312739,312,"0"
2560,625,0.999809232330046,312,"0"
2570,625,0.999773244352015,312,"0"
2580,625,0.999754180172739,312,"0"
2590,625,0.999553566564111,312,"0"
2600,625,0.999648164348911,312,"0"
2610,625,0.999150776803776,312,"0"
2620,625,0.998225398999896,312,"0"
2630,625,0.997595306690269,312,"0"
2640,625,0.996905187587697,312,"0"
2650,625,0.997025783486522,312,"0"
2660,625,0.99809303835036,312,"0"
2670,625,0.998186471000482,312,"0"
2680,625,0.99849008399681,312,"0"
2690,625,0.999444806672058,312,"0"
2700,625,0.999263566532729,312,"0"
2710,625,0.998530379714401,312,"0"
2720,625,0.998418358195916,312,"0"
2730,625,0.998621980597455,312,"0"
2740,625,0.999258158082576,312,"0"
2750,625,0.999097998136384,312,"0"
2760,625,0.999280672195619,312,"0"
2770,625,0.999375632235514,312,"0"
2780,625,0.999538079041776,312,"0"
2790,625,0.998921527964325,312,"0"
2800,625,0.997624970047014,312,"0"
2810,24,1,312,"0"
2820,286,0.999816182146394,312,"0"
2830,505,0.999657134745139,312,"0"
2840,594,0.999662740987244,312,"0"
2850,624,0.999633590442522,312,"0"
2860,625,0.999832199071021,312,"0"
2870,625,0.999879997710318,312,"0"
2880,625,0.999585653580967,312,"0"
2890,625,0.999335232925087,312,"0"
2900,625,0.999489897417629,312,"0"
2910,625,0.999356145884737,312,"0"
2920,625,0.999409948499235,312,"0"
2930,625,0.999359578437253,312,"0"
2940,625,0.999166125199539,312,"0"
2950,625,0.999374887401989,312,"0"
2960,625,0.998919132007922,312,"0"
2970,625,0.998679124093041,312,"0"
2980,625,0.997751242815292,312,"0"
2990,625,0.99775990719575,312,"0"
3000,625,0.998391177744373,312,"0"
3010,625,0.998779685517889,312,"0"
3020,625,0.99894333837267,312,"0"
3030,625,0.998963901598546,312,"0"
3040,625,0.998583742067916,312,"0"
3050,625,0.998962891849354,312,"0"
3060,625,0.998728574130549,312,"0"
3070,625,0.998184708367716,312,"0"
3080,625,0.997636870854596,312,"0"
3090,625,0.997864713479221,312,"0"
3100,625,0.997967376928635,312,"0"
3110,625,0.998757167084039,312,"0"
3120,625,0.999087280289679,312,"0"
3130,237,0.999905696735216,312,"0"
3140,500,0.999829993186778,312,"0"
3150,606,0.999639588645287,312,"0"
3160,625,0.99958792391289,312,"0"
3170,625,0.99968993395794,312,"0"
3180,625,0.999815544205882,312,"0"
3190,625,0.999594845551015,312,"0"
3200,625,0.999537838376693,312,"0"
3210,625,0.999082786455344,312,"0"
3220,625,0.999274757274133,312,"0"
3230,625,0.999188289087807,312,"0"
3240,625,0.999113733698733,312,"0"
3250,625,0.998708833103329,312,"0"
3260,625,0.998792815499102,312,"0"
3270,625,0.997795201465151,312,"0"
3280,625,0.997441737643585,312,"0"
3290,625,0.997609003335257,312,"0"
3300,625,0.9970147035476,312,"0"
3310,625,0.995170769379814,312,"0"
3320,625,0.995270096122303,312,"0"
3330,625,0.996129233386715,312,"0"
3340,625,0.996732177789681,312,"0"
3350,625,0.997384740665133,312,"0"
3360,625,0.99860094070223,312,"0"
3370,625,0.998956821022113,312,"0"
3380,625,0.99975732408316,312,"0"
3390,625,0.999631671507803,312,"0"
3400,625,0.999222554650931,312,"0"
3410,625,0.998944966192624,312,"0"
3420,625,0.998621083472709,312,"0"
3430,625,0.998225836831681,312,"0"
3440,264,1,312,"0"
3450,585,0.999651963945377,312,"0"
3460,625,0.999481436925907,312,"0"
3470,625,0.99953631949135,312,"0"
3480,625,0.999864728481669,312,"0"
3490,625,0.999552588933038,312,"0"
3500,625,0.999617495949001,312,"0"
3510,625,0.999689635532387,312,"0"
3520,625,0.999701904302793,312,"0"
3530,625,0.999273165220187,312,"0"
3540,625,0.999515672722423,312,"0"
3550,625,0.99857169921678,312,"0"
3560,625,0.999391609269429,312,"0"
3570,625,0.99966696167554,312,"0"
3580,625,0.999370598587998,312,"0"
3590,625,0.998803815541002,312,"0"
3600,625,0.998667556389692,312,"0"
3610,625,0.998901879510591,312,"0"
3620,625,0.998629241697776,312,"0"
3630,625,0.99854027726476,312,"0"
3640,625,0.998219389825526,312,"0"
3650,625,0.998289566347373,312,"0"
3660,625,0.998530928214074,312,"0"
3670,625,0.998755806663004,312,"0"
3680,625,0.998114772572559,312,"0"
3690,625,0.997084052823472,312,"0"
3700,625,0.996946066824931,312,"0"
3710,625,0.996262638348183,312,"0"
3720,625,0.995977638651123,312,"0"
3730,625,0.996205469591262,312,"0"
3740,625,0.995061836433605,312,"0"
3750,60,1,312,"0"
3760,345,0.999901613922597,312,"0"
3770,501,0.99980371002994,312,"0"
3780,617,0.999842675143153,312,"0"
3790,625,0.99975602080589,312,"0"
3800,625,0.99875481250114,312,"0"
3810,625,0.99879856404179,312,"0"
3820,625,0.998420400572094,312,"0"
3830,625,0.99777283044721,312,"0"
3840,625,0.997698656491699,312,"0"
3850,625,0.997657377714567,312,"0"
3860,625,0.99812042650956,312,"0"
3870,625,0.998645427209481,312,"0"
3880,625,0.99891915458265,312,"0"
3890,625,0.99919870775351,312,"0"
3900,625,0.998795694200729,312,"0"
3910,625,0.997436340571253,312,"0"
3920,625,0.995868327134765,312,"0"
3930,625,0.996091604669238,312,"0"
3940,625,0.996354060034981,312,"0"
3950,625,0.995695607673094,312,"0"
3960,625,0.996882639998419,312,"0"
3970,625,0.997554721572884,312,"0"
3980,625,0.998619326052329,312,"0"
3990,625,0.998907191418599,312,"0"
4000,625,0.998974949758939,312,"0"
4010,625,0.998877019846524,312,"0"
4020,625,0.998448844963884,312,"0"
4030,625,0.99679992785869,312,"0"
4040,625,0.995883604184355,312,"0"
4050,625,0.994911709172173,312,"0"
4060,56,0.99998710675606,312,"0"
4070,462,0.999953028522002,312,"0"
4080,622,0.999779015129993,312,"0"
4090,625,0.999267672640078,312,"0"
4100,625,0.999626868479203,312,"0"
4110,625,0.999751828634431,312,"0"
4120,625,0.999721851907162,312,"0"
4130,625,0.999391640474787,312,"0"
4140,625,0.998944403463876,312,"0"
4150,625,0.998961940396336,312,"0"
4160,625,0.998894495739504,312,"0"
4170,625,0.998604132094201,312,"0"
4180,625,0.998981164656599,312,"0"
4190,625,0.999317824927756,312,"0"
4200,625,0.999621241038898,312,"0"
4210,625,0.999635159019054,312,"0"
4220,625,0.999120491593989,312,"0"
4230,625,0.99874371257227,312,"0"
4240,625,0.997384263556316,312,"0"
4250,625,0.99651234459725,312,"0"
4260,625,0.99485300254913,312,"0"
4270,625,0.99431977175245,312,"0"
4280,625,0.99336643410709,312,"0"
4290,625,0.992012174073772,312,"0"
4300,625,0.99250308334092,312,"0"
4310,625,0.994806759441807,312,"0"
4320,625,0.995306990456693,312,"0"
4330,625,0.996042326140693,312,"0"
4340,625,0.997364813190341,312,"0"
4350,625,0.998136158847657,312,"0"
4360,625,0.998617061168842,312,"0"
4370,44,1,312,"0"
4380,459,0.999890368869495,312,"0"
4390,603,0.999769122335894,312,"0"
4400,625,0.99940601798671,312,"0"
4410,625,0.999474271563526,312,"0"
4420,625,0.99977167939311,312,"0"
4430,625,0.999593569349789,312,"0"
4440,625,0.999625286308392,312,"0"
4450,625,0.999668222599575,312,"0"
4460,625,0.999095462430989,312,"0"
4470,625,0.998533312243138,312,"0"
4480,625,0.997298278363667,312,"0"
4490,625,0.997263051923327,312,"0"
4500,625,0.995916906536937,312,"0"
4510,625,0.995914297832054,312,"0"
4520,625,0.99487602677823,312,"0"
4530,625,0.995776037585771,312,"0"
4540,625,0.996268909178835,312,"0"
4550,625,0.99754375092351,312,"0"
4560,625,0.998394467416501,312,"0"
4570,625,0.999286663264929,312,"0"
4580,625,0.99911483083931,312,"0"
4590,625,0.999409082358836,312,"0"
4600,625,0.99951751032659,312,"0"
4610,625,0.999616171115576,312,"0"
4620,625,0.999631575521092,312,"0"
4630,625,0.999602821012976,312,"0"
4640,625,0.999539841726626,312,"0"
4650,625,0.99936723504809,312,"0"
4660,625,0.999505289626307,312,"0"
4670,625,0.999472542331349,312,"0"
4680,625,0.999059601478779,312,"0"
4690,334,0.999991759744042,312,"0"
4700,519,0.999810510551025,312,"0"
4710,619,0.999323539010095,312,"0"
4720,625,0.999043827404873,312,"0"
4730,625,0.999452931420356,312,"0"
4740,625,0.999610222788499,312,"0"
4750,625,0.999453055612787,312,"0"
4760,625,0.99914568586843,312,"0"
4770,625,0.998964329432018,312,"0"
4780,625,0.998956670095916,312,"0"
4790,625,0.998853364266828,312,"0"
4800,625,0.999332707528111,312,"0"
4810,625,0.99962464471955,312,"0"
4820,625,0.999462370624345,312,"0"
4830,625,0.999516082632678,312,"0"
4840,625,0.999836490729803,312,"0"
4850,625,0.999758838503724,312,"0"
4860,625,0.999489084663404,312,"0"
4870,625,0.998892876783205,312,"0"
4880,625,0.998512899963775,312,"0"
4890,625,0.999022699512574,312,"0"
4900,625,0.999495773723987,312,"0"
4910,625,0.999420039657165,312,"0"
4920,625,0.998624865061313,312,"0"
4930,625,0.998310152201122,312,"0"
4940,625,0.998205965152085,312,"0"
4950,625,0.997426031807797,312,"0"
4960,625,0.998090151883718,312,"0"
4970,625,0.99758494947282,312,"0"
4980,625,0.997679183380418,312,"0"
4990,625,0.997442168258151,312,"0"
5000,310,0.999822761814424,312,"0"
5010,537,0.999583031502078,312,"0"
5020,604,0.998777368482612,312,"0"
5030,625,0.998728885572531,312,"0"
5040,625,0.999682739443229,312,"0"
5050,625,0.999837289025046,312,"0"
5060,625,0.999734750154268,312,"0"
5070,625,0.999916908048277,312,"0"
5080,625,0.999903926661721,312,"0"
5090,625,0.999765696478496,312,"0"
5100,625,0.999090911845291,312,"0"
5110,625,0.998315374191089,312,"0"
5120,625,0.997296505182791,312,"0"
5130,625,0.997152121046408,312,"0"
5140,625,0.998054789599705,312,"0"
5150,625,0.99899917366965,312,"0"
5160,625,0.999240344412587,312,"0"
5170,625,0.99890919207353,312,"0"
5180,625,0.998669322136666,312,"0"
5190,625,0.998890532037187,312,"0"
5200,625,0.999152137710126,312,"0"
5210,625,0.999570703193707,312,"0"
5220,625,0.999968022472436,312,"0"
5230,625,0.999903822462568,312,"0"
5240,625,0.999968508670221,312,"0"
5250,625,0.999825371996405,312,"0"
5260,625,0.999758999040781,312,"0"
5270,625,0.999740703227124,312,"0"
5280,625,0.999826769888385,312,"0"
5290,625,0.999937017441514,312,"0"
5300,625,0.999646747668202,312,"0"
5310,98,0.98883348180885,312,"0"
5320,524,0.987365036924781,312,"0"
5330,614,0.984449367479693,312,"0"
5340,625,0.980806525366097,312,"0"
5350,625,0.982909884867708,312,"0"
5360,625,0.989239468948837,312,"0"
5370,625,0.996362670292335,312,"0"
5380,625,0.999068477520766,312,"0"
5390,625,0.999869461495662,312,"0"
5400,625,0.999710811555871,312,"0"
5410,625,0.99940137142516,312,"0"
5420,625,0.999741366749088,312,"0"
5430,625,0.999736137079727,312,"0"
5440,625,0.99965377918575,312,"0"
5450,625,0.999882189082418,312,"0"
5460,625,0.999916544625613,312,"0"
5470,625,0.999916158454602,312,"0"
5480,625,0.999508342803287,312,"0"
5490,625,0.999816096963886,312,"0"
5500,625,0.999693777249068,312,"0"
5510,625,0.999334571903788,312,"0"
5520,625,0.998901719282626,312,"0"
5530,625,0.997845204640084,312,"0"
5540,625,0.998569437394719,312,"0"
5550,625,0.998748953595185,312,"0"
5560,625,0.998680253572588,312,"0"
5570,625,0.998751116025617,312,"0"
5580,625,0.998940897596649,312,"0"
5590,625,0.99876099368191,312,"0"
5600,625,0.999088884432183,312,"0"
5610,625,0.998980152348828,312,"0"
5620,54,0.999986921950199,312,"0"
5630,391,0.999946524886884,312,"0"
5640,588,0.999625992668214,312,"0"
5650,625,0.998850924446961,312,"0"
5660,625,0.999142940487261,312,"0"
5670,625,0.99914958923847,312,"0"
5680,625,0.998752074809539,312,"0"
5690,625,0.997462353880491,312,"0"
5700,625,0.997883945131798,312,"0"
5710,625,0.998254598058341,312,"0"
5720,625,0.998531105888878,312,"0"
5730,625,0.998400844438836,312,"0"
5740,625,0.997880397719852,312,"0"
5750,625,0.998157501678342,312,"0"
5760,625,0.998510800464196,312,"0"
5770,625,0.998782017490975,312,"0"
5780,625,0.998617526660128,312,"0"
5790,625,0.998356130744633,312,"0"
5800,625,0.998599499492915,312,"0"
5810,625,0.99922033045554,312,"0"
5820,625,0.999096317086469,312,"0"
5830,625,0.999081738079464,312,"0"
5840,625,0.998675349759846,312,"0"
5850,625,0.998234885776877,312,"0"
5860,625,0.997783595683977,312,"0"
5870,625,0.996686374798303,312,"0"
5880,625,0.9966239524327,312,"0"
5890,625,0.9971943632787,312,"0"
5900,625,0.998118297567327,312,"0"
5910,625,0.998561291201002,312,"0"
5920,625,0.999168332387723,312,"0"
5930,39,0.999980633666434,312,"0"
5940,443,0.999927406038179,312,"0"
5950,623,0.999687403767036,312,"0"
5960,625,0.999006091287673,312,"0"
5970,625,0.997684086716026,312,"0"
5980,625,0.997341347718318,312,"0"
5990,625,0.995929096827946,312,"0"
6000,625,0.995853641105345,312,"0"
6010,625,0.995988643271013,312,"0"
6020,625,0.997369727609885,312,"0"
6030,625,0.998970759772771,312,"0"
6040,625,0.999093887306084,312,"0"
6050,625,0.998879603806619,312,"0"
6060,625,0.99907468399415,312,"0"
6070,625,0.999437466728408,312,"0"
6080,625,0.999271738493291,312,"0"
6090,625,0.998899039480505,312,"0"
6100,625,0.998289273622672,312,"0"
6110,625,0.998179526193913,312,"0"
6120,625,0.997204220858563,312,"0"
6130,625,0.998140464522001,312,"0"
6140,625,0.998466183373941,312,"0"
6150,625,0.997557994345464,312,"0"
6160,625,0.996542952589608,312,"0"
6170,625,0.993945391185172,312,"0"
6180,625,0.992336846024029,312,"0"
6190,625,0.992579361563158,312,"0"
6200,625,0.991628653974588,312,"0"
6210,625,0.992762952402589,312,"0"
6220,625,0.994669361590258,312,"0"
6230,625,0.996493460540116,312,"0"
6240,625,0.997289133751289,312,"0"
6250,228,0.99987415039557,312,"0"
6260,484,0.999971753789087,312,"0"
6270,606,0.999586047079085,312,"0"
6280,625,0.999522409522574,312,"0"
6290,625,0.999148159551302,312,"0"
6300,625,0.999368082447714,312,"0"
6310,625,0.999633664749325,312,"0"
6320,625,0.999750215808368,312,"0"
6330,625,0.999766835686228,312,"0"
6340,625,0.999647297774109,312,"0"
6350,625,0.999630966391379,312,"0"
6360,625,0.999792116341132,312,"0"
6370,625,0.999643339360561,312,"0"
6380,625,0.999715041527663,312,"0"
6390,625,0.999596486288223,312,"0"
6400,625,0.999683877452866,312,"0"
6410,625,0.99898505390979,312,"0"
6420,625,0.99701121066549,312,"0"
6430,625,0.994095217065863,312,"0"
6440,625,0.991243789142847,312,"0"
6450,625,0.989205979553626,312,"0"
6460,625,0.986738985653168,312,"0"
6470,625,0.985489423844425,312,"0"
6480,625,0.986205672824928,312,"0"
6490,625,0.98884041132097,312,"0"
6500,625,0.992147369124466,312,"0"
6510,625,0.994094219609426,312,"0"
6520,625,0.996534458388459,312,"0"
6530,625,0.997683426168154,312,"0"
6540,625,0.997876069553421,312,"0"
6550,625,0.998246883767695,312,"0"
6560,272,0.999787985422576,312,"0"
6570,587,0.999859707183351,312,"0"
6580,625,0.999710332522819,312,"0"
6590,625,0.999851760669304,312,"0"
6600,625,0.999887350823604,312,"0"
6610,625,0.999931310079248,312,"0"
6620,625,0.999764188954166,312,"0"
6630,625,0.99894506371714,312,"0"
6640,625,0.996773903443325,312,"0"
6650,625,0.996252966779613,312,"0"
6660,625,0.995655597704182,312,"0"
6670,625,0.997062129662505,312,"0"
6680,625,0.999093659845377,312,"0"
6690,625,0.999812127680314,312,"0"
6700,625,0.99969675965953,312,"0"
6710,625,0.999614388353392,312,"0"
6720,625,0.999430586644758,312,"0"
6730,625,0.999058819965869,312,"0"
6740,625,0.999378682359512,312,"0"
6750,625,0.999127852102378,312,"0"
6760,625,0.999301721725084,312,"0"
6770,625,0.999228921161087,312,"0"
6780,625,0.998784106977903,312,"0"
6790,625,0.999102219504429,312,"0"
6800,625,0.998646855937883,312,"0"
6810,625,0.998938268147711,312,"0"
6820,625,0.998486630563548,312,"0"
6830,625,0.998383277876835,312,"0"
6840,625,0.998714981504233,312,"0"
6850,625,0.999408159581957,312,"0"
6860,625,0.999787070373559,312,"0"
6870,142,1,312,"0"
6880,528,0.999943988168568,312,"0"
6890,624,0.999785416281307,312,"0"
6900,625,0.999795541527102,312,"0"
6910,625,0.999867056576984,312,"0"
6920,625,0.999817826368273,312,"0"
6930,625,0.999367366358041,312,"0"
6940,625,0.999319251104671,312,"0"
6950,625,0.999521891272914,312,"0"
6960,625,0.999849531710161,312,"0"
6970,625,0.999781795372096,312,"0"
6980,625,0.999496222732675,312,"0"
6990,625,0.999415486647247,312,"0"
7000,625,0.998766655761263,312,"0"
7010,625,0.997996412332629,312,"0"
7020,625,0.997794998010827,312,"0"
7030,625,0.998260632316799,312,"0"
7040,625,0.998471552438408,312,"0"
7050,625,0.998541624640516,312,"0"
7060,625,0.998762407246117,312,"0"
7070,625,0.998166351604552,312,"0"
7080,625,0.997866274293173,312,"0"
7090,625,0.998725139526282,312,"0"
7100,625,0.998282137289423,312,"0"
7110,625,0.998258354258616,312,"0"
7120,625,0.998357262257409,312,"0"
7130,625,0.998874542732735,312,"0"
7140,625,0.998473091893252,312,"0"
7150,625,0.998879764408077,312,"0"
7160,625,0.999280507780051,312,"0"
7170,625,0.99919152736986,312,"0"
7180,34,1,312,"0"
7190,277,0.9999976450696,312,"0"
7200,516,0.999931867199419,312,"0"
7210,615,0.999557338643137,312,"0"
7220,625,0.99909342291553,312,"0"
7230,625,0.99839495261947,312,"0"
7240,625,0.998074658014281,312,"0"
7250,625,0.99748621067235,312,"0"
7260,625,0.997311273997977,312,"0"
7270,625,0.998318850772801,312,"0"
7280,625,0.998722545274312,312,"0"
7290,625,0.999152514062457,312,"0"
7300,625,0.999169923920085,312,"0"
7310,625,0.999808454604679,312,"0"
7320,625,0.999942169195368,312,"0"
7330,625,0.999961057373677,312,"0"
7340,625,0.999799212825988,312,"0"
7350,625,0.999538233989528,312,"0"
7360,625,0.999269485123577,312,"0"
7370,625,0.999288773064382,312,"0"
7380,625,0.999052007773076,312,"0"
7390,625,0.998874928874916,312,"0"
7400,625,0.998476968354399,312,"0"
